Kepler_ID,2MASS ID,Teff,Log_G,Metallicity (solar=0.0),E(B-V),A_V,Radius (solar=1.0),Photometry_Qual,Astrophysics_Qual
8504558,19405540+4431378,,,,,,,6,0
8505674,19421934+4434084,,,,,,,4,0
8506031,19424848+4430325,,,,,,,5,0
8506218,19430235+4434018,,,,,,,4,0
8506856,19435251+4432226,,,,,,,5,0
8506983,19440127+4430259,,,,,,,8,0
8507359,19442960+4433191,,,,,,,6,0
8507859,19450571+4430150,,,,,,,2,0
8508151,19452470+4432410,,,,,,,6,0
8508785,19460784+4431587,,,,,,,6,0
8508931,19461898+4433539,,,,,,,2,0
8508969,,,,,,,,2,0
8509919,19472873+4434428,,,,,,,8,0
8510314,19475583+4433196,,,,,,,8,0
8510422,19480195+4433563,,,,,,,6,0
8510483,19480534+4431080,,,,,,,6,0
8511194,19484710+4431395,,,,,,,6,0
8514353,19515786+4435478,,,,,,,6,0
8514645,19521636+4432316,,,,,,,8,0
8516015,19534325+4432207,,,,,,,6,0
8516252,19535817+4433557,,,,,,,6,0
8516407,19540723+4430062,,,,,,,6,0
8516969,19543895+4433225,,,,,,,6,0
8517293,19545906+4430555,,,,,,,6,0
8517308,19550016+4435356,,,,,,,6,0
8517378,19550489+4431483,,,,,,,6,0
8518106,19555270+4431561,,,,,,,6,0
8518250,19560241+4430575,,,,,,,8,0
8518751,19563567+4433542,,,,,,,6,0
8518932,19564790+4430073,,,,,,,6,0
8519181,19570234+4430133,,,,,,,6,0
8519624,19572817+4435391,,,,,,,6,0
8519716,19573405+4433438,,,,,,,5,0
8520203,19580546+4431565,,,,,,,6,0
8520426,19581966+4433214,,,,,,,2,0
8520433,19582021+4433059,,,,,,,8,0
8520441,19582109+4433299,,,,,,,6,0
8520442,19582118+4431001,,,,,,,6,0
8520552,19582847+4430122,,,,,,,6,0
8520670,19583582+4435446,,,,,,,6,0
8520757,19584088+4432361,,,,,,,6,0
8521051,19585968+4430568,,,,,,,6,0
8521098,19590231+4430225,,,,,,,6,0
8521128,19590429+4430239,,,,,,,6,0
8521178,19590705+4430496,,,,,,,6,0
8521812,19594622+4431559,,,,,,,5,0
8521842,19594866+4432079,,,,,,,2,0
8522100,20000423+4433394,,,,,,,6,0
8522430,20002454+4432500,,,,,,,6,0
8523328,20012514+4431516,,,,,,,6,0
8523427,20013137+4435194,,,,,,,6,0
8523516,20013601+4435517,,,,,,,6,0
8523595,20014123+4432163,,,,,,,6,0
8523747,20015161+4434336,,,,,,,5,0
8524250,20022305+4434303,,,,,,,6,0
8524363,20022964+4432069,,,,,,,6,0
8524481,20023672+4435193,,,,,,,6,0
8524725,20025417+4434279,,,,,,,6,0
8524882,20030459+4434530,,,,,,,5,0
8524953,20031011+4435308,,,,,,,6,0
8525214,20032872+4432541,,,,,,,8,0
8525265,20033386+4430557,,,,,,,6,0
8525983,20044536+4430174,,,,,,,6,0
8526197,20050666+4430293,,,,,,,6,0
8526318,20051818+4435153,,,,,,,5,0
8526622,20054625+4431540,,,,,,,3,0
8526760,20055688+4431453,,,,,,,6,0
8527507,20065323+4430030,,,,,,,5,0
8538684,18450389+4437201,,,,,,,6,0
8538727,18451310+4437159,,,,,,,5,0
8538806,18453046+4437553,,,,,,,5,0
8539074,18461895+4439313,,,,,,,6,0
8539251,18464948+4438047,,,,,,,8,0
8539255,18465131+4439242,,,,,,,6,0
8539406,18471337+4438083,,,,,,,6,0
8539432,18471753+4437138,,,,,,,8,0
8539725,18475821+4436570,,,,,,,6,0
8540368,18492968+4436059,,,,,,,5,0
8540791,18502471+4438399,,,,,,,6,0
8543407,18560513+4437145,,,,,,,6,0
8544408,18580536+4439125,,,,,,,6,0
8544481,18581489+4440011,,,,,,,4,0
8546589,19030528+4437360,,,,,,,6,0
8546937,19035198+4436549,,,,,,,8,0
8546992,19035962+4438207,,,,,,,6,0
8547342,19044460+4437555,,,,,,,6,0
8547529,19050855+4439021,,,,,,,6,0
8548416,19070925+4437104,,,,,,,6,0
8551740,19140157+4438424,,,,,,,5,0
8551999,19143318+4438289,,,,,,,8,0
8552124,19144624+4440385,,,,,,,8,0
8552314,19150660+4440188,,,,,,,5,0
8553012,19162670+4438354,,,,,,,6,0
8553195,19164577+4441379,,,,,,,2,0
8553451,19171010+4437280,,,,,,,5,0
8553652,19172845+4441466,,,,,,,6,0
8554094,19181423+4437096,,,,,,,6,0
8554173,19182441+4439465,,,,,,,5,0
8554411,19184887+4439270,,,,,,,5,0
8554428,19185139+4441186,,,,,,,4,0
8554570,19190601+4441414,,,,,,,4,0
8555389,19202324+4439217,,,,,,,5,0
8555428,19202660+4440316,,,,,,,5,0
8555667,19204562+4436041,,,,,,,5,0
8556344,19214374+4440465,,,,,,,5,0
8556384,19214880+4436398,,,,,,,8,0
8556594,19220575+4441133,,,,,,,6,0
8556742,19221788+4440400,,,,,,,6,0
8556766,19221941+4441287,,,,,,,8,0
8556801,19222330+4438082,,,,,,,5,0
8556823,19222499+4440514,,,,,,,8,0
8556942,19223689+4441003,,,,,,,6,0
8556960,19223930+4441292,,,,,,,5,0
8556993,19224211+4439130,,,,,,,8,0
8557004,19224346+4438582,,,,,,,5,0
8557179,19230036+4439052,,,,,,,6,0
8557529,19232984+4439037,,,,,,,5,0
8557567,19233280+4438456,,,,,,,5,0
8557995,19241257+4436583,,,,,,,5,0
8558530,19245991+4437420,,,,,,,6,0
8558798,19252453+4437279,,,,,,,4,0
8559252,19260345+4440258,,,,,,,6,0
8559308,19260814+4439114,,,,,,,6,0
8559514,19262673+4439380,,,,,,,5,0
8559576,19263127+4440180,,,,,,,6,0
8559716,,,,,,,,5,0
8560176,19272609+4437557,,,,,,,5,0
8560921,19283917+4441498,,,,,,,6,0
8561063,19285255+4437096,,,,,,,6,0
8561265,19291384+4441183,,,,,,,3,0
8561352,19292279+4441119,,,,,,,6,0
8561418,,,,,,,,5,0
8561611,19294982+4439438,,,,,,,6,0
8561815,,,,,,,,5,0
8563791,19332045+4440046,,,,,,,6,0
8563948,19333634+4441040,,,,,,,6,0
8563964,19333746+4437197,,,,,,,6,0
8564198,19335820+4440367,,,,,,,5,0
8564988,19350723+4436484,,,,,,,6,0
8565446,19354664+4438392,,,,,,,6,0
8565716,19360956+4441160,,,,,,,6,0
8565942,19362974+4441189,,,,,,,2,0
8566020,19363801+4441418,,,,,,,2,0
8566092,19364633+4441047,,,,,,,2,0
8566096,,,,,,,,4,0
8570904,19431406+4438321,,,,,,,5,0
8571156,19433222+4437346,,,,,,,7,0
8571485,19435774+4441476,,,,,,,6,0
8571575,19440485+4436344,,,,,,,5,0
8572007,19443842+4438349,,,,,,,5,0
8572075,19444345+4440036,,,,,,,5,0
8572168,19444939+4439377,,,,,,,6,0
8572186,19445065+4441220,,,,,,,5,0
8572193,19445116+4441472,,,,,,,5,0
8572715,19452783+4437457,,,,,,,3,0
8573327,19461241+4438212,,,,,,,5,0
8573368,19461582+4439498,,,,,,,6,0
8573731,19464035+4441050,,,,,,,6,0
8573774,19464346+4439071,,,,,,,6,0
8574377,19472419+4441147,,,,,,,8,0
8574456,19473098+4436268,,,,,,,5,0
8574509,19473494+4441245,,,,,,,6,0
8574851,19475667+4437119,,,,,,,5,0
8575158,19481520+4438106,,,,,,,6,0
8575213,19481929+4440083,,,,,,,5,0
8578654,19514069+4441299,,,,,,,5,0
8578774,19514855+4440259,,,,,,,6,0
8578956,,,,,,,,2,0
8579358,19522687+4441178,,,,,,,5,0
8580456,19533258+4440275,,,,,,,5,0
8582118,19551147+4438254,,,,,,,6,0
8582121,19551169+4440548,,,,,,,8,0
8582210,19551840+4441470,,,,,,,6,0
8582416,19553140+4439209,,,,,,,3,0
8582473,19553559+4438140,,,,,,,6,0
8582533,19553932+4438001,,,,,,,6,0
8584709,19575603+4441257,,,,,,,5,0
8584756,19575837+4440593,,,,,,,6,0
8584920,19580830+4437083,,,,,,,6,0
8584977,19581159+4440328,,,,,,,8,0
8585236,19582646+4436572,,,,,,,6,0
8586427,19593746+4438598,,,,,,,6,0
8586452,19593921+4441568,,,,,,,6,0
8586614,19594954+4438433,,,,,,,6,0
8586754,19595847+4441051,,,,,,,6,0
8586805,20000162+4440083,,,,,,,8,0
8587079,20002092+4436195,,,,,,,6,0
8587669,20005994+4436423,,,,,,,6,0
8588032,20012249+4441482,,,,,,,6,0
8588047,20012339+4437414,,,,,,,6,0
8588123,20012896+4441111,,,,,,,6,0
8588337,20014319+4440368,,,,,,,6,0
8588400,20014658+4438091,,,,,,,6,0
8588417,20014773+4440595,,,,,,,6,0
8588570,20015682+4440189,,,,,,,6,0
8588883,20021604+4437117,,,,,,,5,0
8588966,20022019+4441519,,,,,,,6,0
8589626,20030091+4436024,,,,,,,6,0
8589991,20032534+4436021,,,,,,,6,0
8590048,20032945+4438441,,,,,,,6,0
8590071,20033055+4441148,,,,,,,6,0
8590444,20040377+4438403,,,,,,,3,0
8590974,20050193+4436159,,,,,,,6,0
8591193,20052426+4440048,,,,,,,6,0
8591818,20062066+4439586,,,,,,,8,0
8591986,20063300+4437013,,,,,,,5,0
8603697,18454525+4443133,,,,,,,6,0
8604169,18470367+4442328,,,,,,,6,0
8604184,18470533+4442449,,,,,,,5,0
8604662,18481084+4446516,,,,,,,6,0
8604869,18484221+4445314,,,,,,,6,0
8604892,18484453+4447132,,,,,,,5,0
8605096,18491771+4444205,,,,,,,8,0
8607572,18543460+4446128,,,,,,,6,0
8607728,18545791+4447340,,,,,,,1,0
8608302,18561485+4442525,,,,,,,4,0
8608926,18573468+4442375,,,,,,,6,0
8609289,18582492+4446498,,,,,,,5,0
8609477,18584544+4446158,,,,,,,5,0
8609952,18595093+4446304,,,,,,,5,0
8611324,19025942+4446404,,,,,,,6,0
8611423,19031221+4444351,,,,,,,8,0
8611599,19033791+4442560,,,,,,,5,0
8611679,19034793+4447023,,,,,,,6,0
8611862,19040937+4446062,,,,,,,5,0
8611972,19042391+4446292,,,,,,,8,0
8612098,19044157+4442448,,,,,,,6,0
8612180,19045472+4442296,,,,,,,8,0
8612350,19051600+4444522,,,,,,,5,0
8612545,19053995+4446085,,,,,,,4,0
8612575,19054246+4442007,,,,,,,6,0
8612612,19054668+4447076,,,,,,,8,0
8612632,19055013+4445028,,,,,,,6,0
8613360,19072783+4446469,,,,,,,6,0
8616324,19134128+4444311,,,,,,,6,0
8616367,19134778+4445174,,,,,,,6,0
8617035,19150968+4443049,,,,,,,6,0
8617556,19161265+4444391,,,,,,,5,0
8617722,19163069+4444369,,,,,,,6,0
8617842,19164279+4446598,,,,,,,5,0
8617888,19164729+4446006,,,,,,,4,0
8617974,19165597+4442468,,,,,,,6,0
8618262,19172246+4443257,,,,,,,6,0
8618391,19173674+4444505,,,,,,,8,0
8618632,19175963+4442108,,,,,,,6,0
8618715,19180796+4443058,,,,,,,6,0
8619283,19190562+4442145,,,,,,,6,0
8620063,19202332+4442142,,,,,,,6,0
8620553,19210334+4443122,,,,,,,4,0
8620605,19210864+4445089,,,,,,,6,0
8620762,19212203+4447159,,,,,,,6,0
8620781,19212400+4445414,,,,,,,6,0
8620970,19213806+4447564,,,,,,,4,0
8621216,,,,,,,,2,0
8621295,19220414+4447221,,,,,,,5,0
8621353,,,,,,,,5,0
8621785,19224753+4447369,,,,,,,8,0
8621839,19225234+4447410,,,,,,,6,0
8622187,19232204+4447126,,,,,,,3,0
8622265,19232854+4446104,,,,,,,6,0
8622524,19235091+4442451,,,,,,,2,0
8623053,19243732+4447346,,,,,,,1,0
8623938,19255797+4444440,,,,,,,5,0
8624110,19261104+4443331,,,,,,,6,0
8625029,,,,,,,,5,0
8625249,19274850+4447248,,,,,,,5,0
8625289,19275253+4445017,,,,,,,6,0
8625632,19282590+4442396,,,,,,,6,0
8625953,,,,,,,,2,0
8626021,,,,,,,,5,0
8626039,,,,,,,,5,0
8626384,19294251+4446595,,,,,,,1,0
8628971,19334889+4446036,,,,,,,6,0
8629062,19335815+4447243,,,,,,,6,0
8629769,19345817+4444564,,,,,,,6,0
8630074,19352446+4445416,,,,,,,2,0
8630508,19360068+4445369,,,,,,,6,0
8630774,19362477+4443236,,,,,,,3,0
8630966,19364631+4445392,,,,,,,6,0
8631131,19370166+4444545,,,,,,,8,0
8631367,19372090+4443376,,,,,,,8,0
8631743,19375197+4445036,,,,,,,5,0
8632073,19381725+4447360,,,,,,,6,0
8635854,19431144+4442321,,,,,,,5,0
8635918,19431640+4447207,,,,,,,6,0
8635960,19431921+4444213,,,,,,,5,0
8636058,19432609+4445413,,,,,,,6,0
8637240,19444920+4443351,,,,,,,5,0
8637897,19453734+4447448,,,,,,,6,0
8638036,19454739+4444515,,,,,,,6,0
8638530,19462161+4442287,,,,,,,3,0
8639647,19474279+4445016,,,,,,,5,0
8640132,19481349+4442115,,,,,,,6,0
8644116,19520880+4444221,,,,,,,6,0
8644321,19522062+4447386,,,,,,,6,0
8644591,19523597+4444521,,,,,,,6,0
8644592,19523597+4445319,,,,,,,5,0
8644901,19525482+4442570,,,,,,,6,0
8645074,19530527+4444140,,,,,,,6,0
8645874,19535172+4443094,,,,,,,8,0
8646113,19540850+4442180,,,,,,,6,0
8646982,19545962+4447254,,,,,,,6,0
8647299,19552204+4442106,,,,,,,8,0
8647309,19552256+4444555,,,,,,,5,0
8647392,19552850+4444524,,,,,,,6,0
8647865,19560100+4442522,,,,,,,8,0
8648352,19563115+4445053,,,,,,,5,0
8649225,19572794+4446404,,,,,,,6,0
8649439,19574282+4442276,,,,,,,6,0
8649496,19574628+4444278,,,,,,,6,0
8649531,19574803+4442328,,,,,,,6,0
8649574,19575006+4447144,,,,,,,6,0
8649721,19575945+4444448,,,,,,,6,0
8651389,19594973+4446187,,,,,,,6,0
8651846,20002313+4442414,,,,,,,8,0
8651925,20002847+4446413,,,,,,,6,0
8652014,20003314+4442011,,,,,,,6,0
8652317,20005407+4442127,,,,,,,6,0
8652599,20011170+4445265,,,,,,,6,0
8652819,20012474+4442035,,,,,,,6,0
8652939,20013074+4443324,,,,,,,8,0
8653068,20013959+4444276,,,,,,,5,0
8653134,20014344+4445036,,,,,,,6,0
8653675,20021571+4443256,,,,,,,6,0
8653771,20022116+4443291,,,,,,,6,0
8654244,20025383+4444023,,,,,,,5,0
8654368,20030193+4444256,,,,,,,6,0
8654481,20030842+4442164,,,,,,,6,0
8656205,20053506+4442240,,,,,,,6,0
8656535,20060157+4442423,,,,,,,6,0
8656566,20060406+4447035,,,,,,,6,0
8668687,18463236+4449330,,,,,,,6,0
8668803,18465083+4450190,,,,,,,6,0
8669154,18474233+4452455,,,,,,,5,0
8669185,18474889+4453217,,,,,,,6,0
8669244,18475943+4449008,,,,,,,6,0
8669427,18482571+4453484,,,,,,,6,0
8669705,18490138+4452069,,,,,,,6,0
8669806,18491727+4448041,,,,,,,6,0
8671707,18532344+4453218,,,,,,,6,0
8671903,18534694+4452579,,,,,,,6,0
8671972,18535466+4450350,,,,,,,8,0
8671998,18535855+4451143,,,,,,,8,0
8672108,18541276+4453137,,,,,,,6,0
8672174,18542249+4449029,,,,,,,6,0
8672429,18545416+4451151,,,,,,,5,0
8672432,18545431+4453191,,,,,,,5,0
8672568,18551052+4450370,,,,,,,6,0
8672982,18560397+4451472,,,,,,,6,0
8673140,18562573+4453249,,,,,,,8,0
8673190,18563268+4450446,,,,,,,8,0
8673230,18563733+4450571,,,,,,,2,0
8673259,18563998+4453371,,,,,,,6,0
8673409,18565859+4451029,,,,,,,3,0
8673542,18571567+4449312,,,,,,,8,0
8673692,18573749+4452053,,,,,,,6,0
8674020,18581565+4452113,,,,,,,6,0
8674063,18582143+4449244,,,,,,,5,0
8674719,18595599+4452061,,,,,,,5,0
8674734,18595761+4448451,,,,,,,6,0
8675146,19005237+4448030,,,,,,,8,0
8675279,19011111+4449567,,,,,,,2,0
8675779,19022086+4451552,,,,,,,6,0
8675897,19023896+4448400,,,,,,,6,0
8675912,19024120+4452359,,,,,,,6,0
8676062,19030189+4451490,,,,,,,6,0
8676175,19031687+4450094,,,,,,,8,0
8676208,19032221+4450210,,,,,,,6,0
8676466,19035530+4449176,,,,,,,5,0
8677084,19051755+4450007,,,,,,,6,0
8677141,19052438+4449184,,,,,,,8,0
8677183,19053134+4450313,,,,,,,6,0
8677258,19054152+4448084,,,,,,,6,0
8677474,19061307+4450255,,,,,,,6,0
8677920,19071044+4450472,,,,,,,5,0
8677922,19071053+4450098,,,,,,,5,0
8677986,19071792+4450030,,,,,,,6,0
8678053,19072787+4451418,,,,,,,5,0
8678157,19074251+4450030,,,,,,,6,0
8678334,19080680+4450500,,,,,,,5,0
8678491,19082879+4449189,,,,,,,6,0
8678504,19083041+4452414,,,,,,,8,0
8678511,19083094+4449455,,,,,,,6,0
8680868,19133447+4451176,,,,,,,6,0
8680938,19134185+4448509,,,,,,,2,0
8680941,19134185+4448509,,,,,,,5,0
8681146,19140626+4451341,,,,,,,6,0
8681180,19141013+4453221,,,,,,,6,0
8681472,19144573+4452299,,,,,,,8,0
8681533,19145409+4453566,,,,,,,6,0
8681590,19150179+4449155,,,,,,,8,0
8681725,19151864+4450385,,,,,,,6,0
8681738,19152075+4451508,,,,,,,7,0
8681896,19153863+4451466,,,,,,,8,0
8681932,19154413+4452469,,,,,,,8,0
8682097,19160412+4452537,,,,,,,7,0
8682161,19161004+4450409,,,,,,,8,0
8682184,19161354+4449472,,,,,,,6,0
8682280,19162478+4449051,,,,,,,8,0
8682555,19165346+4451061,,,,,,,8,0
8682620,19170082+4449487,,,,,,,4,0
8682863,19172495+4451223,,,,,,,6,0
8683235,19180543+4452477,,,,,,,3,0
8683242,19180622+4452358,,,,,,,1,0
8683248,19180667+4453042,,,,,,,8,0
8683442,19182723+4449405,,,,,,,8,0
8683524,19183787+4448035,,,,,,,5,0
8683646,19185084+4449042,,,,,,,6,0
8684074,19193389+4448471,,,,,,,8,0
8684130,19193848+4448598,,,,,,,6,0
8684335,19195554+4453543,,,,,,,6,0
8684474,19200708+4451416,,,,,,,6,0
8684730,19202820+4452225,,,,,,,8,0
8685763,19220071+4449438,,,,,,,6,0
8685982,19221930+4452492,,,,,,,5,0
8686139,19223255+4451474,,,,,,,5,0
8686326,19225047+4449471,,,,,,,4,0
8686373,19225519+4450100,,,,,,,6,0
8686484,19230532+4448213,,,,,,,6,0
8686565,19231386+4452019,,,,,,,2,0
8686900,19234337+4452147,,,,,,,8,0
8687088,19240068+4453580,,,,,,,6,0
8687184,19241029+4452500,,,,,,,8,0
8687186,19241059+4448409,,,,,,,3,0
8687224,19241405+4449498,,,,,,,6,0
8687479,19243926+4448004,,,,,,,5,0
8687490,19244041+4450031,,,,,,,5,0
8687609,19245265+4451196,,,,,,,3,0
8687710,19245964+4452483,,,,,,,5,0
8687929,19251895+4451335,,,,,,,6,0
8688081,19253123+4450042,,,,,,,8,0
8688385,19255807+4451206,,,,,,,6,0
8688409,19260143+4448501,,,,,,,6,0
8688768,19263147+4450502,,,,,,,6,0
8689350,19272006+4452345,,,,,,,6,0
8689378,19272241+4452252,,,,,,,6,0
8689385,19272297+4449124,,,,,,,6,0
8689404,19272601+4452174,,,,,,,6,0
8689478,19273362+4451130,,,,,,,6,0
8689494,19273488+4449306,,,,,,,6,0
8689518,19273765+4452546,,,,,,,5,0
8689645,19275007+4448563,,,,,,,5,0
8690059,19283303+4451057,,,,,,,1,0
8690175,19284593+4452335,,,,,,,6,0
8690423,19291083+4453025,,,,,,,5,0
8690431,19291109+4451152,,,,,,,5,0
8690453,19291305+4452222,,,,,,,6,0
8690471,19291550+4453033,,,,,,,6,0
8692649,19324210+4453014,,,,,,,4,0
8692930,19330852+4449191,,,,,,,6,0
8692969,19331263+4453579,,,,,,,6,0
8693688,19342031+4450232,,,,,,,3,0
8693966,19344422+4449124,,,,,,,6,0
8694058,19345257+4453538,,,,,,,6,0
8694197,19350351+4452338,,,,,,,8,0
8694209,19350459+4453339,,,,,,,6,0
8694381,19351995+4448426,,,,,,,5,0
8694536,19353561+4453386,,,,,,,8,0
8694611,19354216+4448440,,,,,,,6,0
8694709,19355011+4451337,,,,,,,6,0
8694747,19355295+4452248,,,,,,,6,0
8694902,19360687+4451194,,,,,,,6,0
8695149,19362708+4449306,,,,,,,4,0
8695402,19364775+4451179,,,,,,,6,0
8695453,19365238+4450314,,,,,,,8,0
8695628,19370784+4450525,,,,,,,6,0
8695721,19371460+4451293,,,,,,,6,0
8695779,19372003+4452151,,,,,,,6,0
8695868,19372712+4453336,,,,,,,8,0
8696274,19375831+4449559,,,,,,,6,0
8696442,19381285+4451011,,,,,,,6,0
8696624,19382846+4448136,,,,,,,6,0
8700771,19440169+4451123,,,,,,,8,0
8701077,19442346+4451355,,,,,,,6,0
8701099,19442497+4453168,,,,,,,8,0
8701255,19443739+4451093,,,,,,,8,0
8701327,19444282+4452132,,,,,,,6,0
8701428,19444941+4451492,,,,,,,6,0
8701461,19445140+4453558,,,,,,,4,0
8701662,19450663+4449169,,,,,,,8,0
8701733,19451199+4452136,,,,,,,6,0
8702065,19453822+4451174,,,,,,,6,0
8702130,19454293+4449302,,,,,,,6,0
8702229,19454976+4452183,,,,,,,6,0
8702518,19461017+4452432,,,,,,,8,0
8702647,19462080+4452255,,,,,,,6,0
8702874,19463614+4450489,,,,,,,6,0
8703491,19471676+4452102,,,,,,,7,0
8703535,19471923+4451412,,,,,,,6,0
8703536,19471935+4449421,,,,,,,5,0
8703777,19473687+4451441,,,,,,,6,0
8703887,19474439+4451008,,,,,,,8,0
8707354,19511481+4451354,,,,,,,6,0
8707550,19512705+4449329,,,,,,,6,0
8707639,19513301+4452049,,,,,,,5,0
8708812,19524140+4449099,,,,,,,6,0
8709574,19532882+4449573,,,,,,,8,0
8709627,19533265+4449329,,,,,,,6,0
8709951,19535236+4451413,,,,,,,6,0
8710240,19540926+4453318,,,,,,,8,0
8710304,19541308+4450168,,,,,,,3,0
8710456,19542282+4453008,,,,,,,8,0
8710902,19545045+4448277,,,,,,,1,0
8710909,19545104+4448306,,,,,,,1,0
8711042,19545916+4451306,,,,,,,4,0
8711186,19550644+4450322,,,,,,,6,0
8711405,19552082+4451048,,,,,,,6,0
8712160,19561061+4450480,,,,,,,8,0
8712404,19562802+4453013,,,,,,,4,0
8712449,19563079+4453113,,,,,,,6,0
8712672,19564679+4452225,,,,,,,6,0
8712911,19570313+4453024,,,,,,,6,0
8713212,19572065+4452461,,,,,,,6,0
8713796,19575936+4453414,,,,,,,6,0
8713828,19580180+4448044,,,,,,,6,0
8715060,19592254+4453265,,,,,,,6,0
8715159,19593029+4453442,,,,,,,6,0
8715196,19593278+4453006,,,,,,,6,0
8715207,19593337+4449071,,,,,,,8,0
8715392,19594669+4451555,,,,,,,7,0
8716597,20011027+4449424,,,,,,,6,0
8716605,20011051+4450082,,,,,,,6,0
8716954,20013287+4452234,,,,,,,8,0
8717023,20013814+4453301,,,,,,,8,0
8717097,20014299+4453138,,,,,,,5,0
8717536,20021295+4453588,,,,,,,4,0
8717702,20022476+4449281,,,,,,,6,0
8718138,20025336+4448230,,,,,,,6,0
8718487,20031994+4452271,,,,,,,6,0
8718682,20033549+4449428,,,,,,,6,0
8718946,20035411+4449059,,,,,,,8,0
8719015,20035982+4449109B,,,,,,,6,0
8719072,20040466+4451044,,,,,,,8,0
8719324,20042742+4449328,,,,,,,8,0
8719524,,,,,,,,2,0
8719675,20045559+4448547,,,,,,,3,0
8719716,20045921+4451509,,,,,,,6,0
8720292,20055093+4451599,,,,,,,6,0
8720406,20060067+4448437,,,,,,,6,0
8733269,18472711+4455112,,,,,,,4,0
8733402,18474700+4456008,,,,,,,8,0
8733432,18475147+4454529,,,,,,,6,0
8733439,18475243+4458507,,,,,,,8,0
8733715,18483220+4454035,,,,,,,6,0
8733805,18484426+4459461,,,,,,,4,0
8733869,18485635+4457323,,,,,,,6,0
8736057,18532231+4456010,,,,,,,6,0
8736241,18534339+4458410,,,,,,,8,0
8736379,18540412+4457158,,,,,,,6,0
8736984,18552260+4458230,,,,,,,6,0
8737065,18553183+4455186,,,,,,,6,0
8737403,18561383+4459397,,,,,,,6,0
8737679,18565185+4459027,,,,,,,8,0
8737759,18570417+4456384,,,,,,,6,0
8737872,18571700+4456004,,,,,,,8,0
8738187,18575478+4456479,,,,,,,8,0
8738260,18580084+4459584,,,,,,,6,0
8738297,18580423+4458156,,,,,,,5,0
8738643,18585120+4454408,,,,,,,6,0
8738830,18591436+4455267,,,,,,,6,0
8738899,18592568+4456322,,,,,,,7,0
8738977,18593502+4454218,,,,,,,5,0
8739075,18594824+4458295,,,,,,,8,0
8739140,18595830+4459068,,,,,,,6,0
8739181,19000604+4456435,,,,,,,8,0
8739209,19001016+4454376,,,,,,,8,0
8739238,19001545+4456291,,,,,,,5,0
8739252,19001639+4454312,,,,,,,7,0
8739797,19013261+4458596,,,,,,,8,0
8739952,19015725+4459100,,,,,,,8,0
8739994,19020286+4455352,,,,,,,5,0
8740333,19024742+4458250,,,,,,,8,0
8740359,19025097+4458511,,,,,,,2,0
8740378,19025242+4458510,,,,,,,5,0
8740530,19031300+4459313,,,,,,,6,0
8740818,19035639+4457370,,,,,,,8,0
8740893,19040729+4457520,,,,,,,6,0
8741367,19050991+4455123,,,,,,,6,0
8741677,19055045+4454531,,,,,,,8,0
8742030,19063964+4459299,,,,,,,6,0
8742292,19071231+4456263,,,,,,,6,0
8742318,19071656+4459549,,,,,,,6,0
8742572,19074990+4458198,,,,,,,5,0
8742637,19075925+4456351,,,,,,,5,0
8743007,19084961+4455485,,,,,,,8,0
8743085,19090076+4454023,,,,,,,8,0
8743222,19091859+4457582,,,,,,,8,0
8743274,19092511+4457045,,,,,,,6,0
8745856,19143878+4459336,,,,,,,8,0
8745930,19144794+4457442,,,,,,,6,0
8746028,19145993+4458225,,,,,,,6,0
8746656,19161654+4457536,,,,,,,6,0
8746672,19161825+4456011,,,,,,,6,0
8746733,19162608+4457182,,,,,,,6,0
8747047,19170146+4459060,,,,,,,6,0
8747735,19181107+4458364,,,,,,,6,0
8747763,19181429+4454055,,,,,,,6,0
8747939,19183400+4457368,,,,,,,8,0
8748022,19184181+4457440,,,,,,,8,0
8748040,19184359+4459579,,,,,,,8,0
8748059,19184521+4457101,,,,,,,6,0
8748277,19191047+4455525,,,,,,,8,0
8748280,19191063+4457146,,,,,,,3,0
8748290,19191178+4457137,,,,,,,8,0
8748376,19192202+4454539,,,,,,,6,0
8748382,19192269+4456101,,,,,,,6,0
8748457,19193031+4454114,,,,,,,6,0
8748742,19195927+4459542,,,,,,,6,0
8748745,19195972+4459225,,,,,,,6,0
8749152,19203470+4457258,,,,,,,4,0
8750029,19215492+4459422,,,,,,,8,0
8750092,19220042+4458116,,,,,,,5,0
8750283,19221631+4454413,,,,,,,5,0
8750481,19223317+4456262,,,,,,,6,0
8750534,19223820+4454490,,,,,,,8,0
8750689,19225371+4454287,,,,,,,6,0
8750803,19230323+4457297,,,,,,,6,0
8751079,19232997+4455115,,,,,,,6,0
8751107,19233258+4458282,,,,,,,6,0
8751253,19234712+4459127,,,,,,,6,0
8751299,19235291+4456357,,,,,,,6,0
8751383,,,,,,,,3,0
8751387,19240031+4457346,,,,,,,6,0
8751392,19240075+4458066,,,,,,,6,0
8751420,19240337+4456005,,,,,,,2,0
8751479,19240959+4454183,,,,,,,3,0
8752452,19254191+4458541,,,,,,,5,0
8752618,19255662+4455508,,,,,,,2,0
8753046,19263070+4456322,,,,,,,6,0
8753520,19271246+4455408,,,,,,,6,0
8753728,19273255+4459092,,,,,,,6,0
8754442,19284662+4455482,,,,,,,3,0
8757226,19330649+4455048,,,,,,,6,0
8757908,19340801+4454266,,,,,,,5,0
8757923,19340923+4455362,,,,,,,6,0
8757972,19341367+4458456,,,,,,,6,0
8758646,19351910+4454028,,,,,,,6,0
